Question Title,Question Description,Examples,Question Title Plus Description,Similar Questions Titles,Similar Questions Links,Array,Hash Table,Linked List,Math,Two Pointers,String,Binary Search,Divide and Conquer,Dynamic Programming,Backtracking,Stack,Heap,Greedy,Sort,Bit Manipulation,Tree,Depth-first Search,Breadth-first Search,Union Find,Graph,Design,Topological Sort,Trie,Binary Indexed Tree,Segment Tree,Binary Search Tree,Recursion,Memoization,Queue,Minimax,Map,Random,Sliding Window,Searching,Unnamed: 40,Unnamed: 41
Pair the minimum,"Akshay loves to play with numbers and arrays. He took an array of size "" 2n "" where n is any positive integer chose by him. He tries to divide the array into n pairs, such that the pair sum minimizes the maximum sum of a pair. For example, say we have an array with the given numbers (9, 6, 1, and 5). The possible pairs are ( 1 , 6 ) , ( 5 , 9 ) or ( 1 , 5 )  , ( 6 , 9 ) or  ( 1 , 9 ) , ( 5 , 6 ). The pair sums for these partitions are ( 7 , 14 ) and ( 6 , 15 ) and ( 10 , 11 )  respectively .  The ideal or the selected pairs are (1, 9), (5, 6 )  because out of all the three cases or possibilities we only have (1, 9), (5, 6 )  where the sum of both pairs is minimum of all the maximum sum of all three possibilities. 
","Akshay loves to play with numbers and arrays. He took an array of size "" 2n "" where n is any positive integer chose by him. He tries to divide the array into n pairs, such that the pair sum minimizes the maximum sum of a pair. For example, say we have an array with the given numbers (9, 6, 1, and 5). The possible pairs are ( 1 , 6 ) , ( 5 , 9 ) or ( 1 , 5 )  , ( 6 , 9 ) or  ( 1 , 9 ) , ( 5 , 6 ). The pair sums for these partitions are ( 7 , 14 ) and ( 6 , 15 ) and ( 10 , 11 )  respectively .  The ideal or the selected pairs are (1, 9), (5, 6 )  because out of all the three cases or possibilities we only have (1, 9), (5, 6 )  where the sum of both pairs is minimum of all the maximum sum of all three possibilities. 
Input: 
 The first Line contains an integer T denoting the number of test cases.The first line of each test case contains integer n.The second line contains the array of size  2 * n, consisting of positive integers only.
Output:
For each test case, the output is the list of ideal pairs in the form (a,b)(c,d) and so on in newline. 
Constraints:
1<=T<=150
1<=N<=150
1 <= A[ 2*N ] <= 10^5
Examples:
Input
1
2
5 8 3 9
Output:
(3,9)(5,8)   
Explanation :  
Possible pairs: 
(8,9)(3,5) -->Case 1
Sum : (17)(8) --> maximum sum 17
(5,9)(3,8) -->Case 2
Sum : (14)(11) ----> maximum sum 14
(3,9)(5,8) -->Case 3
Sum : (12)(13)--> maximum sum 13
In case 3 , the maximum sum is minimum of all the other cases. Hence, the answer is(3,9)(5,8).
** For More Input/Output Examples Use 'Expected Output' option **","Pair the minimum Akshay loves to play with numbers and arrays. He took an array of size "" 2n "" where n is any positive integer chose by him. He tries to divide the array into n pairs, such that the pair sum minimizes the maximum sum of a pair. For example, say we have an array with the given numbers (9, 6, 1, and 5). The possible pairs are ( 1 , 6 ) , ( 5 , 9 ) or ( 1 , 5 )  , ( 6 , 9 ) or  ( 1 , 9 ) , ( 5 , 6 ). The pair sums for these partitions are ( 7 , 14 ) and ( 6 , 15 ) and ( 10 , 11 )  respectively .  The ideal or the selected pairs are (1, 9), (5, 6 )  because out of all the three cases or possibilities we only have (1, 9), (5, 6 )  where the sum of both pairs is minimum of all the maximum sum of all three possibilities. 
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Find Unique pair in an array with pairs of numbers,"Given an array where every element appears twice except a pair (two elements). Find the elements of this unique pair.
","Example:
Input:
2
6
2 2 5 5 6 7
4
1 3 4 1
Output:
6 7
3 4
","Find Unique pair in an array with pairs of numbers Given an array where every element appears twice except a pair (two elements). Find the elements of this unique pair.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sorting Employees,"You have records of employee name as string (Ename) and salary as positive integer (S). You have to sort the records on the basis of employee salary, if salary is same then use employee name for comparison.
","Example:
Input:
2
2
xbnnskd 100 geek 50
2
shyam 50 ram 50
Output:
geek 50 xbnnskd 100
ram 50 shyam 50
Explanation:
Testcase 1: geek has lowest salary as 50 and xbnnskd has more salary. So sorted output is as given in sample.
","Sorting Employees You have records of employee name as string (Ename) and salary as positive integer (S). You have to sort the records on the basis of employee salary, if salary is same then use employee name for comparison.
",,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Absolute Difference of 1,"Given an array A of size N. Print all the numbers less than K in the array. The numbers should be such that the difference between every adjacent digit should be 1.
Note: Print '-1' if no number if valid.
","Example:
Input:
2
8 54
7 98 56 43 45 23 12 8
10 1000
87 89 45 235 465 765 123 987 499 655
Output:
43 45 23 12
87 89 45 765 123 987
Explanation:
Testcase1: 43 45 23 12  all these numbers have adjacent digits diff as 1 and they are less than 54
","Absolute Difference of 1 Given an array A of size N. Print all the numbers less than K in the array. The numbers should be such that the difference between every adjacent digit should be 1.
Note: Print '-1' if no number if valid.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ease the Array,"Given an array of integers of size N. Assume ‘0’ as invalid number and all other as valid number. Write a program that modifies the array in such a way that if next number is  valid number and is same as current number, double the current number value and replace the next number with 0. After the modification, rearrange the array such that all 0’s are shifted to the end and the sequence of the valid number or new doubled number is maintained as in the original array.
Examples:
Input : arr[] = {2, 2, 0, 4, 0, 8}
Output : 4 4 8 0 0 0

Input : arr[] = {0, 2, 2, 2, 0, 6, 6, 0, 0, 8}
Output :  4 2 12 8 0 0 0 0 0 0
","Example:
Input:
2
5
2 2 0 4 4
5
0 1 2 2 0
Output:
4 8 0 0 0
1 4 0 0 0
  ","Ease the Array Given an array of integers of size N. Assume ‘0’ as invalid number and all other as valid number. Write a program that modifies the array in such a way that if next number is  valid number and is same as current number, double the current number value and replace the next number with 0. After the modification, rearrange the array such that all 0’s are shifted to the end and the sequence of the valid number or new doubled number is maintained as in the original array.
Examples:
Input : arr[] = {2, 2, 0, 4, 0, 8}
Output : 4 4 8 0 0 0

Input : arr[] = {0, 2, 2, 2, 0, 6, 6, 0, 0, 8}
Output :  4 2 12 8 0 0 0 0 0 0
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maximum size of consecutives,"Given a sorted array of distinct elements and an integer k. The array elements denote positions of points on 1-D number line, find the maximum size of subset of points that can have consecutive values of points which can be formed by placing another k points on the number line.
","Example:
Input:
2
8 4
1 2 3 4 10 11 14 15
3 3
11 12 15
Output:
8
6
","Maximum size of consecutives Given a sorted array of distinct elements and an integer k. The array elements denote positions of points on 1-D number line, find the maximum size of subset of points that can have consecutive values of points which can be formed by placing another k points on the number line.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Equal to product,"Given an array of positive integers. Check whether there are two numbers present with given product.
","Example:
Input:
2
5 25
1 2 3 4 5
8 63
5 7 9 22 15 344 92 8
Output:
No
Yes
","Equal to product Given an array of positive integers. Check whether there are two numbers present with given product.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Count subsets having distinct even numbers,"Given a set of n numbers. The task is to count all the subsets of the given set which only have even numbers and all are distinct.
Note: By the property of sets, if two subsets have the same set of elements then they are considered as one. For example: [2, 4, 8] and [4, 2, 8] are considered to be the same.
","Example:
Input:
1
8
4 2 1 9 2 6 5 3
Output:
7
","Count subsets having distinct even numbers Given a set of n numbers. The task is to count all the subsets of the given set which only have even numbers and all are distinct.
Note: By the property of sets, if two subsets have the same set of elements then they are considered as one. For example: [2, 4, 8] and [4, 2, 8] are considered to be the same.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shuffle integers,"Given an array of n elements in the following format { a1, a2, a3, a4, ….., an/2, b1, b2, b3, b4, …., bn/2 }. The task is shuffle the array to {a1, b1, a2, b2, a3, b3, ……, an/2, bn/2 } without using extra space.
","Example:
Input:
2
4
1 2 9 15
6
1 2 3 4 5 6
Output:
1 9 2 15 
1 4 2 5 3 6
","Shuffle integers Given an array of n elements in the following format { a1, a2, a3, a4, ….., an/2, b1, b2, b3, b4, …., bn/2 }. The task is shuffle the array to {a1, b1, a2, b2, a3, b3, ……, an/2, bn/2 } without using extra space.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Partition Point in the Array,"Given an unsorted array of integers. Find an element such that all the elements to its left are smaller and to its right are greater. Print -1 if no such element exists.Note that there can be more than one such element. In that case print the first such number occurring in the array. 
","Example:
Input:
2
7
4 3 2 5 8 6 7
7
5 6 2 8 10 9 8

Output:
5
-1
","Partition Point in the Array Given an unsorted array of integers. Find an element such that all the elements to its left are smaller and to its right are greater. Print -1 if no such element exists.Note that there can be more than one such element. In that case print the first such number occurring in the array. 
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Max rope cutting,"Given a rope of length n meters, cut the rope in different parts of integer lengths in a way that maximizes product of lengths of all parts. You must make at least one cut.
","Example:
Input:
2
2
5
Output:
1
6
  ","Max rope cutting Given a rope of length n meters, cut the rope in different parts of integer lengths in a way that maximizes product of lengths of all parts. You must make at least one cut.
",,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Transform to prime,"Given an array of n integers. Find minimum number to be inserted in array, so that sum of all elements of array becomes prime. If sum is already prime, then return 0.
","Example:
Input:
1
5
2 4 6 8 12
Output:
5
","Transform to prime Given an array of n integers. Find minimum number to be inserted in array, so that sum of all elements of array becomes prime. If sum is already prime, then return 0.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Complement,"You are given a binary string S. In a single operation, you can choose two indices L and R such that 1 ≤ L ≤ R ≤ N and complement the characters between L and R i.e SL, SL+1, …, SR. By complement, we mean change character 0 to 1 and vice-versa.
You task is to perform ATMOST one operation such that in final string number of 1s is maximised. If there is no need to completement, i.e., string contains all 1s, return -1. Else, return the two values denoting L and R. If there are multiple solutions, return the lexicographically smallest pair of L and R.
  ","Example:
Input:
2
3
111
2
01
Output:
-1
1 1
","Complement You are given a binary string S. In a single operation, you can choose two indices L and R such that 1 ≤ L ≤ R ≤ N and complement the characters between L and R i.e SL, SL+1, …, SR. By complement, we mean change character 0 to 1 and vice-versa.
You task is to perform ATMOST one operation such that in final string number of 1s is maximised. If there is no need to completement, i.e., string contains all 1s, return -1. Else, return the two values denoting L and R. If there are multiple solutions, return the lexicographically smallest pair of L and R.
  ",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Completing tasks,"There are total N tasks given to a group of 5 students in a class.Three of those five students completed M tasks of their choices and left the group.Now the burden of completing remaining tasks is on the two students Tanya and Manya. Suppose the N tasks are in an array form 1,2,3,...N .Tanya and Manya decided to complete their remaining tasks in the following manner :- First of the remaining task is done by Tanya and the next remaining one by Manya .For example if N=10 and M=4 and the completed 4 tasks are{2,3,5,7},then the reamining tasks are{1,4,6,8,9,10}, so,Tanya completes{1,6,9} tasks and Manya completes{4,8,10}tasks and thereby completing the N tasks given.
Given N,M and the indexes (1 for first task,2 for second task and so on..)of completed tasks,find the tasks which Tanya and Manya have to complete.
","Example:
Input:
3
15 6
2 5 6 7 9 4
4 3
2 4 3
5 2
2  4 
Output:
1 8 11 13 15 
3 10 12 14 
1
1 5
3
","Completing tasks There are total N tasks given to a group of 5 students in a class.Three of those five students completed M tasks of their choices and left the group.Now the burden of completing remaining tasks is on the two students Tanya and Manya. Suppose the N tasks are in an array form 1,2,3,...N .Tanya and Manya decided to complete their remaining tasks in the following manner :- First of the remaining task is done by Tanya and the next remaining one by Manya .For example if N=10 and M=4 and the completed 4 tasks are{2,3,5,7},then the reamining tasks are{1,4,6,8,9,10}, so,Tanya completes{1,6,9} tasks and Manya completes{4,8,10}tasks and thereby completing the N tasks given.
Given N,M and the indexes (1 for first task,2 for second task and so on..)of completed tasks,find the tasks which Tanya and Manya have to complete.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shortest un-ordered subarray,"Given an array of n distinct elements. Find the length of shortest unordered (neither increasing nor decreasing) sub array in given array.
","Example:
Input:
2
5
7 9 10 8 11
4
1 2 3 5
Output:
3
0
Explanation:
Testcase 1: Shortest unsorted subarray is 9, 10, 8 which is of 3 elements.
","Shortest un-ordered subarray Given an array of n distinct elements. Find the length of shortest unordered (neither increasing nor decreasing) sub array in given array.
",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
